GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1988,1988,,AMR,Americas,,,1988,1988,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,16 602 [16 301-16 921],16602.00000,16301.00000,16921.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1988,1988,,AMR,Americas,,,1988,1988,,,USA,United States of America,,,,,MLE,Male,,,,,,,,21 655 [21 269-22 058],21655.00000,21269.00000,22058.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1989,1989,,AMR,Americas,,,1989,1989,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,37 673 [37 023-38 351],37673.00000,37023.00000,38351.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1993,1993,,AMR,Americas,,,1993,1993,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,14 661 [14 398-14 931],14661.00000,14398.00000,14931.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1993,1993,,AMR,Americas,,,1993,1993,,,USA,United States of America,,,,,MLE,Male,,,,,,,,19 027 [18 692-19 366],19027.00000,18692.00000,19366.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1994,1994,,AMR,Americas,,,1994,1994,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,32 488 [31 949-33 019],32488.00000,31949.00000,33019.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1994,1994,,AMR,Americas,,,1994,1994,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,14 218 [13 955-14 474],14218.00000,13955.00000,14474.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,28 375 [27 914-28 840],28375.00000,27914.00000,28840.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12 492 [12 268-12 719],12492.00000,12268.00000,12719.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,USA,United States of America,,,,,MLE,Male,,,,,,,,15 883 [15 605-16 160],15883.00000,15605.00000,16160.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,28 068 [27 610-28 530],28068.00000,27610.00000,28530.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2004,2004,,AMR,Americas,,,2004,2004,,,USA,United States of America,,,,,MLE,Male,,,,,,,,15 665 [15 397-15 939],15665.00000,15397.00000,15939.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2005,2005,,AMR,Americas,,,2005,2005,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,27 762 [27 312-28 225],27762.00000,27312.00000,28225.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2005,2005,,AMR,Americas,,,2005,2005,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12 153 [11 933-12 379],12153.00000,11933.00000,12379.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2005,2005,,AMR,Americas,,,2005,2005,,,USA,United States of America,,,,,MLE,Male,,,,,,,,15 609 [15 337-15 882],15609.00000,15337.00000,15882.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,25 530 [25 115-25 944],25530.00000,25115.00000,25944.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,11 278 [11 076-11 482],11278.00000,11076.00000,11482.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,,,,MLE,Male,,,,,,,,14 252 [14 000-14 495],14252.00000,14000.00000,14495.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,24 844 [24 430-25 243],24844.00000,24430.00000,25243.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,MLE,Male,,,,,,,,12 593 [12 370-12 814],12593.00000,12370.00000,12814.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,22 334 [21 960-22 704],22334.00000,21960.00000,22704.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,9912 [9726-10 092],9912.00000,9726.00000,10092.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,USA,United States of America,,,,,MLE,Male,,,,,,,,12 422 [12 202-12 645],12422.00000,12202.00000,12645.00000,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1950,1950,,AMR,Americas,,,1950,1950,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,28.16 [27.35-29.0],28.16231,27.34955,28.99988,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1950,1950,,AMR,Americas,,,1950,1950,,,USA,United States of America,,,,,MLE,Male,,,,,,,,36.52 [35.48-37.58],36.51598,35.48329,37.58304,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1951,1951,,AMR,Americas,,,1951,1951,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,31.57 [30.9-32.24],31.57221,30.89769,32.24406,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1951,1951,,AMR,Americas,,,1951,1951,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,27.36 [26.75-27.96],27.35928,26.75343,27.95998,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1956,1956,,AMR,Americas,,,1956,1956,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,27.87 [27.39-28.33],27.87021,27.39156,28.33095,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1956,1956,,AMR,Americas,,,1956,1956,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,24.12 [23.69-24.54],24.12237,23.69039,24.54493,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1956,1956,,AMR,Americas,,,1956,1956,,,USA,United States of America,,,,,MLE,Male,,,,,,,,31.44 [30.89-31.97],31.43632,30.89329,31.97391,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1957,1957,,AMR,Americas,,,1957,1957,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,27.34 [26.88-27.8],27.33822,26.87817,27.80068,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1961,1961,,AMR,Americas,,,1961,1961,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,22.05 [21.68-22.44],22.04630,21.68177,22.43669,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1961,1961,,AMR,Americas,,,1961,1961,,,USA,United States of America,,,,,MLE,Male,,,,,,,,28.59 [28.12-29.08],28.58579,28.11603,29.07988,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1962,1962,,AMR,Americas,,,1962,1962,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,24.89 [24.49-25.32],24.89449,24.49399,25.32082,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1962,1962,,AMR,Americas,,,1962,1962,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,21.55 [21.19-21.94],21.55496,21.19355,21.94161,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1962,1962,,AMR,Americas,,,1962,1962,,,USA,United States of America,,,,,MLE,Male,,,,,,,,28.07 [27.61-28.56],28.07317,27.60819,28.55557,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1967,1967,,AMR,Americas,,,1967,1967,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,22.02 [21.66-22.39],22.01805,21.66227,22.38644,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1967,1967,,AMR,Americas,,,1967,1967,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,19.15 [18.82-19.48],19.14823,18.82024,19.48171,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1967,1967,,AMR,Americas,,,1967,1967,,,USA,United States of America,,,,,MLE,Male,,,,,,,,24.76 [24.35-25.18],24.75639,24.34592,25.18030,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,,1968,1968,,AMR,Americas,,,1968,1968,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,21.34 [20.99-21.7],21.33709,20.99177,21.69584,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,1,1.00000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,0.00080563,0.00081,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,0.006370365,0.00637,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.012051218,0.01205,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.089113794,0.08911,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.228670848,0.22867,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,0.004670646,0.00467,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,0.005530037,0.00553,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,0.091765966,0.09177,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,0.205361838,0.20536,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,0.000764615,0.00076,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,0.003249097,0.00325,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,0.025712463,0.02571,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,0.055831842,0.05583,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,0.001045306,0.00105,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,0.000716258,0.00072,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,0.007021648,0.00702,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,0.01629118,0.01629,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,0.263607994,0.26361,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,0.006199296,0.00620,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,0.006471653,0.00647,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,0.010321596,0.01032,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,0.072282554,0.07228,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,0.164202056,0.16420,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,0.002384068,0.00238,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,0.005809394,0.00581,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,0.052341116,0.05234,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,0.110635727,0.11064,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,99177.4533,99177.45330,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,98953.02083,98953.02083,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,93930.56301,93930.56301,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,88915.93844,88915.93844,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGELT1,<1 year,,MLE,Male,,,,,,,,1.00E+05,100000.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,99143.2377,99143.23770,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,97032.65489,97032.65489,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,95365.32257,95365.32257,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,60746.91964,60746.91964,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,30776.45898,30776.45898,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,98135.26461,98135.26461,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,96725.47846,96725.47846,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,86048.28094,86048.28094,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,73312.58772,73312.58772,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,50954.29289,50954.29289,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,99154.17929,99154.17929,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,98744.01938,98744.01938,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,89871.07638,89871.07638,,,,,
