,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),Numeric
12535,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,1989,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,25.90000
12536,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,28.00000
12537,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,28.10000
12538,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,2005,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,28.20000
12539,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,28.30000
12540,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,25.90000
12541,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,1987,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,26.00000
12542,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,26.10000
12543,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,1989,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,26.30000
12544,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,28.10000
12545,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,28.20000
12546,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,2005,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,28.30000
12547,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,28.40000
12548,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,51.00000
12549,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1984,1984,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,51.70000
12550,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1985,1985,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,52.40000
12551,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,53.10000
12552,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2000,2000,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,63.70000
12553,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2001,2001,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,64.40000
12554,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,65.10000
12555,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2003,2003,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,65.70000
12556,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,41.30000
12557,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1984,1984,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,41.90000
12558,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1985,1985,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,42.60000
12559,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,43.30000
12560,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2000,2000,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,53.70000
12561,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2001,2001,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,54.40000
12562,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,55.10000
12563,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2003,2003,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,55.70000
12564,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,46.00000
12565,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1984,1984,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,46.70000
12566,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1985,1985,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,47.40000
12567,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,48.10000
12568,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2000,2000,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,58.60000
12569,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2001,2001,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,59.30000
12570,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,60.00000
12571,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2003,2003,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,60.70000
12572,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,45.70000
12573,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1984,1984,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,46.40000
12574,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1985,1985,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,47.20000
12575,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,48.00000
12576,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2000,2000,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,60.10000
12577,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2001,2001,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,60.90000
12578,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,61.70000
12579,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2003,2003,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,,62.40000
12580,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,41.60000
12581,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1984,1984,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,42.30000
12582,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1985,1985,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,43.00000
12583,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,43.70000
12584,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2000,2000,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,55.50000
12585,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2001,2001,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,56.30000
12586,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,57.00000
12587,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2003,2003,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,,57.80000
12588,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,50.20000
12589,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1984,1984,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,51.00000
12590,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1985,1985,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,51.90000
12591,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,52.70000
12592,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2000,2000,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,65.10000
12593,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2001,2001,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,65.90000
12594,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,66.60000
12595,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2003,2003,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,,67.30000
12596,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,19.90746
12597,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,1984,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,19.94646
12598,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,19.98818
12599,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,20.03362
12600,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,2000,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,21.15682
12601,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,21.24959
12602,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,2002,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,21.33611
12603,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,21.41033
12604,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,2016,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,21.50151
12605,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,16.25444
12606,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,1984,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,16.32659
12607,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,16.40276
12608,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,16.48261
12609,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,2000,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,17.71024
12610,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,17.78084
12611,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,2002,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,17.84080
12612,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,17.88772
12613,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,2016,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,18.01457
12614,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,21.53028
12615,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,1984,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,21.59261
12616,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,21.65833
12617,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,21.72788
12618,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,2000,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,22.88032
12619,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,22.95495
12620,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,2002,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,23.01807
12621,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,23.06793
12622,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,2016,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,23.20942
12623,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,20.03783
12624,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,1984,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,20.07952
12625,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,20.12345
12626,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,20.17039
12627,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,2000,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,21.29407
12628,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,21.38330
12629,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,2002,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,21.46560
12630,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,21.53589
12631,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,2016,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,21.64287
12632,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,16.32911
12633,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,1984,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,16.40485
12634,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,16.48425
12635,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,16.56676
12636,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,2000,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,17.80028
12637,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,17.86753
12638,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,2002,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,17.92353
12639,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,17.96683
12640,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,2016,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,18.10397
12641,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,21.68049
12642,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,1984,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,21.74672
12643,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,21.81587
12644,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,21.88810
12645,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,2000,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,23.04577
12646,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,23.11674
12647,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,2002,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,23.17555
12648,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,23.22144
12649,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,2016,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,23.37472
12650,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,19.78255
12651,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,1984,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,19.81913
12652,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,19.85888
12653,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,19.90303
12654,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,2000,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,21.02651
12655,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,21.12262
12656,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,2002,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,21.21315
12657,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,21.29109
12658,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,2016,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,21.36577
12659,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,16.18318
12660,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,1984,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,16.25193
12661,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,16.32503
12662,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,16.40236
12663,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,2000,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,17.62445
12664,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,17.69822
12665,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,2002,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,17.76191
12666,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,17.81223
12667,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,2016,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,17.92884
12668,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,YEARS10-19,10-19 years of age,MLE,Male,,,21.38609
12669,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,1984,,USA,United States of America,YEARS10-19,10-19 years of age,MLE,Male,,,21.44492
12670,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,YEARS10-19,10-19 years of age,MLE,Male,,,21.50758
12671,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1986,1986,,USA,United States of America,YEARS10-19,10-19 years of age,MLE,Male,,,21.57480
12672,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2000,2000,,USA,United States of America,YEARS10-19,10-19 years of age,MLE,Male,,,22.72350
12673,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,YEARS10-19,10-19 years of age,MLE,Male,,,22.80162
12674,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2002,2002,,USA,United States of America,YEARS10-19,10-19 years of age,MLE,Male,,,22.86884
12675,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2003,2003,,USA,United States of America,YEARS10-19,10-19 years of age,MLE,Male,,,22.92248
12676,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2016,2016,,USA,United States of America,YEARS10-19,10-19 years of age,MLE,Male,,,23.05060
12677,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,1975,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,18.90000
12678,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1976,1976,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,19.30000
12679,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,19.80000
12680,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,1991,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,28.70000
12681,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1992,1992,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,29.50000
12682,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,30.30000
