,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY)
11866,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11867,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11868,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11869,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11870,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11871,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11872,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11873,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11874,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11875,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11876,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11877,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11878,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11879,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11880,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11881,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11882,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11883,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11884,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11885,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11886,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11887,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11888,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11889,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11890,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11891,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11892,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11893,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11894,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11895,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11896,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11897,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11898,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
11899,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11900,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11901,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11902,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11903,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11904,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11905,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11906,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11907,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11908,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11909,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11910,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11911,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11912,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11913,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11914,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11915,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11916,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11917,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11918,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11919,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1981,1981,,USA,United States of America,AGE20-PLUS,20+ years,MLE,Male,,
11920,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,AGE20-PLUS,20+ years,MLE,Male,,
11921,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,1990,,USA,United States of America,AGE20-PLUS,20+ years,MLE,Male,,
11922,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1992,1992,,USA,United States of America,AGE20-PLUS,20+ years,MLE,Male,,
11923,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1997,1997,,USA,United States of America,AGE20-PLUS,20+ years,MLE,Male,,
11924,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1999,1999,,USA,United States of America,AGE20-PLUS,20+ years,MLE,Male,,
11925,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,AGE20-PLUS,20+ years,MLE,Male,,
11926,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,2006,,USA,United States of America,AGE20-PLUS,20+ years,MLE,Male,,
11927,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,1983,,USA,United States of America,AGE20-PLUS,20+ years,FMLE,Female,,
11928,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,1985,,USA,United States of America,AGE20-PLUS,20+ years,FMLE,Female,,
11929,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1992,1992,,USA,United States of America,AGE20-PLUS,20+ years,FMLE,Female,,
11930,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1994,1994,,USA,United States of America,AGE20-PLUS,20+ years,FMLE,Female,,
11931,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1999,1999,,USA,United States of America,AGE20-PLUS,20+ years,FMLE,Female,,
11932,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2001,2001,,USA,United States of America,AGE20-PLUS,20+ years,FMLE,Female,,
11933,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2009,2009,,USA,United States of America,AGE20-PLUS,20+ years,FMLE,Female,,
11934,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1981,1981,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11935,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1983,1983,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11936,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1990,1990,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11937,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1992,1992,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11938,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1997,1997,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11939,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1999,1999,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11940,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),2006,2006,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11941,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),2008,2008,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11942,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1981,1981,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11943,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1988,1988,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11944,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1990,1990,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11945,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1995,1995,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11946,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1997,1997,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11947,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),2004,2004,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11948,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),2006,2006,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11949,BP_05,Mean systolic blood pressure (crude estimate),1985,1985,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11950,BP_05,Mean systolic blood pressure (crude estimate),1987,1987,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11951,BP_05,Mean systolic blood pressure (crude estimate),1994,1994,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11952,BP_05,Mean systolic blood pressure (crude estimate),1996,1996,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11953,BP_05,Mean systolic blood pressure (crude estimate),2001,2001,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11954,BP_05,Mean systolic blood pressure (crude estimate),2003,2003,,USA,United States of America,AGE25-PLUS,25+ years,MLE,Male,,
11955,BP_05,Mean systolic blood pressure (crude estimate),1983,1983,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11956,BP_05,Mean systolic blood pressure (crude estimate),1985,1985,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11957,BP_05,Mean systolic blood pressure (crude estimate),1992,1992,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11958,BP_05,Mean systolic blood pressure (crude estimate),1994,1994,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11959,BP_05,Mean systolic blood pressure (crude estimate),1999,1999,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11960,BP_05,Mean systolic blood pressure (crude estimate),2001,2001,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11961,BP_05,Mean systolic blood pressure (crude estimate),2008,2008,,USA,United States of America,AGE25-PLUS,25+ years,FMLE,Female,,
11962,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2008,2008,,USA,United States of America,AGE20-PLUS,20+ years,MLE,Male,,
11963,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11964,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),2011,2011,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11965,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1984,1984,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11966,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11967,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),2009,2009,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11968,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11969,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1982,1982,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11970,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1992,1992,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11971,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1993,1993,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11972,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11973,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11974,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1980,1980,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11975,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1982,1982,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11976,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11977,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11978,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1994,1994,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11979,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1998,1998,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11980,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11981,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),2000,2000,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11982,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),2011,2011,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11983,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11984,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11985,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1991,1991,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11986,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1994,1994,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11987,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11988,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11989,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11990,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),2005,2005,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11991,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11992,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),2003,2003,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11993,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1992,1992,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11994,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),2001,2001,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11995,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1984,1984,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11996,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11997,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1987,1987,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
11998,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1978,1978,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
11999,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12000,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1996,1996,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12001,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12002,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12003,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),2000,2000,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12004,BP_06,Mean systolic blood pressure (age-standardized estimate),1976,1976,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12005,BP_06,Mean systolic blood pressure (age-standardized estimate),2011,2011,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12006,BP_06,Mean systolic blood pressure (age-standardized estimate),2007,2007,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12007,BP_06,Mean systolic blood pressure (age-standardized estimate),1987,1987,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12008,BP_06,Mean systolic blood pressure (age-standardized estimate),1995,1995,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12009,BP_06,Mean systolic blood pressure (age-standardized estimate),1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12010,BP_06,Mean systolic blood pressure (age-standardized estimate),2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12011,BP_06,Mean systolic blood pressure (age-standardized estimate),1978,1978,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12012,BP_06,Mean systolic blood pressure (age-standardized estimate),1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12013,BP_06,Mean systolic blood pressure (age-standardized estimate),1975,1975,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12014,BP_06,Mean systolic blood pressure (age-standardized estimate),2001,2001,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12015,BP_06,Mean systolic blood pressure (age-standardized estimate),2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12016,BP_06,Mean systolic blood pressure (age-standardized estimate),2012,2012,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12017,BP_06,Mean systolic blood pressure (age-standardized estimate),1985,1985,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12018,BP_06,Mean systolic blood pressure (age-standardized estimate),2000,2000,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12019,BP_06,Mean systolic blood pressure (age-standardized estimate),1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12020,BP_06,Mean systolic blood pressure (age-standardized estimate),2005,2005,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12021,BP_06,Mean systolic blood pressure (age-standardized estimate),1980,1980,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12022,BP_06,Mean systolic blood pressure (age-standardized estimate),1994,1994,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12023,BP_06,Mean systolic blood pressure (age-standardized estimate),2011,2011,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12024,BP_06,Mean systolic blood pressure (age-standardized estimate),1984,1984,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12025,BP_06,Mean systolic blood pressure (age-standardized estimate),1991,1991,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12026,BP_06,Mean systolic blood pressure (age-standardized estimate),2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12027,BP_06,Mean systolic blood pressure (age-standardized estimate),1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12028,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12029,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12030,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
